pig	sire	dam	year	sex	pen	weanage	weanwt	adg	weight	loinarea
2114	446	493	2008	2	35	21	13.65	1.7	220	4.73
2115	446	493	2008	1	11	21	10.8	1.7	220	5.15
2116	446	493	2008	1	5	21	11.45	1.6	200	4.51
2117	446	493	2008	1	7	21	12.7	1.7	207	5.11
2118	446	493	2008	1	30	21	13.45	0.8	114	3.72
2119	448	494	2008	3	17	21	10.25	1.7	225	5.42
2120	448	494	2008	2	35	21	13.15	1.5	196	5.01
2121	448	494	2008	1	11	21	11.6	2	265	7.18
2122	448	494	2008	1	26	21	11.8	1.6	207	5.75
2123	448	494	2008	1	22	21	13.9	1.6	228	5.34
2124	448	494	2008	1	13	21	13.05	1.7	236	5.15
2125	444	495	2008	3	17	20	10	1.8	237	5.11
2126	444	495	2008	2	37	20	10.45	1.7	211	5.54
2127	444	495	2008	1	32	20	10.7	1.9	238	6.48
2128	444	495	2008	1	33	20	10.45	1.7	208	6.01
635	444	495	2008	1	31	20	10.05	1.8	222	5.35
555	470	496	2008	2	37	20	13.85	1.8	227	4.88
2129	470	496	2008	1	31	20	14	1.9	222	5.5
627	470	496	2008	1	30	20	14.1	2	252	5.61
2130	470	496	2008	1	33	20	10.6	1.6	203	5.69
559	450	497	2008	2	35	20	14.65	1.7	227	6.94
2131	450	497	2008	3	17	20	12.55	1.8	245	6.37
610	450	497	2008	1	13	20	9.75	2	257	5.88
2132	450	497	2008	1	18	20	11	2	267	5.61
542	450	497	2008	1	11	20	9.7	2.1	280	6.9
2133	438	498	2008	3	17	23	14.75	2.1	289	7.41
2134	438	498	2008	2	35	23	15.65	1.6	216	4.86
575	438	498	2008	1	13	23	13.5	1.9	240	5.07
2135	438	498	2008	1	9	23	15.85	1.8	254	5.94
2136	438	498	2008	1	26	23	14.9	2.1	247	5.84
618	438	498	2008	1	22	23	17.75	1.8	240	5.43
2137	434	499	2008	2	49	23	16.25	1.3	172	4.23
2138	434	499	2008	1	31	23	11.9	1.7	206	5.03
579	434	499	2008	1	30	23	13.15	1.8	233	5.85
2139	434	499	2008	1	26	23	8.6	1.6	190	4.89
2140	430	500	2008	2	35	23	16.15	1.8	226	5.4
2141	430	500	2008	1	11	23	15.05	1.8	243	6.16
2142	430	500	2008	1	9	23	14.65	1.8	246	5.96
2143	430	500	2008	1	26	23	12.9	1.5	197	6.15
2144	430	500	2008	1	14	23	10.55	1.5	193	6.07
2145	488	501	2008	2	37	23	13.2	1.4	176	3.83
2146	488	501	2008	1	30	23	16.8	1.8	226	6.27
2147	488	501	2008	1	33	23	16	1.5	187	4.79
2148	488	501	2008	1	31	23	13.65	1.7	210	5.73
2149	470	502	2008	3	17	23	11.6	1.8	223	4.86
2150	470	502	2008	2	37	23	14.25	1.6	201	4.52
604	470	502	2008	1	33	23	13.1	1.7	220	4.47
2151	470	502	2008	1	32	23	15.5	1.8	234	6.51
2152	470	502	2008	1	31	23	17.15	1.7	207	5.48
2153	457	503	2008	2	25	23	10.2	1.9	251	5.47
2154	457	503	2008	1	16	23	6.7	1.7	214	5.44
2155	457	503	2008	1	6	23	7.95	1.7	219	4.76
2156	457	503	2008	1	2	23	8.6	1.6	210	5.27
567	452	504	2008	2	25	22	13.25	2	260	5.55
558	452	504	2008	1	22	22	13.5	2	248	5.78
2157	452	504	2008	1	5	22	10.9	1.6	190	4.37
2158	450	505	2008	2	35	22	14.3	1.7	217	5.34
548	450	505	2008	1	5	22	14.7	1.9	222	5.54
2159	450	505	2008	1	9	22	13.5	1.5	215	5.47
2160	450	505	2008	1	7	22	13.4	1.8	232	5.39
2161	450	505	2008	1	13	22	12.95	1.8	237	6.8
2162	422	506	2008	3	35	22	15.25	1.7	203	6.77
620	422	506	2008	1	4	22	15	2	252	6.63
2163	422	506	2008	1	8	22	13.5	2	245	6.59
2164	440	507	2008	2	35	21	14.4	1.6	192	4.66
2165	440	507	2008	1	9	21	14.25	2	252	5.55
2166	440	507	2008	1	7	21	14.3	1.8	246	6.08
2167	440	507	2008	1	14	21	11.3	1.8	232	5.26
2168	440	507	2008	1	20	21	14.7	1.7	211	5.27
2169	428	508	2008	3	15	21	9.8	2	240	5.95
614	428	508	2008	1	22	21	11.95	2	252	6.46
632	428	508	2008	1	33	21	13.3	1.7	212	5.75
2170	428	508	2008	1	11	21	11.05	1.9	228	6.46
2171	454	509	2008	2	21	21	12.2	1.5	197	5.32
2172	454	509	2008	3	15	21	13.7	2.1	259	5.78
2173	454	509	2008	1	5	21	11.5	1.6	192	4.63
2174	454	509	2008	1	7	21	11.4	1.6	207	5.67
2175	454	509	2008	1	8	21	13.05	1.7	217	5.31
2176	424	510	2008	2	25	21	15.25	1.7	230	4.83
2177	424	510	2008	1	11	21	14.55	1.7	228	5.87
2178	424	510	2008	1	16	21	15.35	1.7	212	4.69
649	424	511	2008	2	25	21	10.5	1.8	234	5.01
584	424	511	2008	1	26	21	9.9	1.9	232	4.79
562	426	512	2008	2	37	21	15.75	1.8	232	5.91
540	426	512	2008	1	7	21	15.05	2	260	6.39
577	426	512	2008	1	9	21	16.1	1.9	250	5.72
582	470	513	2008	2	27	20	17.7	2.1	285	5.26
2179	470	513	2008	1	2	20	16.85	1.9	275	6.16
2180	470	513	2008	1	1	20	15.15	2.4	290	6.47
2181	470	513	2008	1	3	20	13.7	1.6	223	6.68
644	470	513	2008	1	20	20	14.6	2.2	289	6.33
2182	461	514	2008	2	19	20	13.65	2	232	5.76
2183	461	514	2008	1	22	20	12.85	1.6	220	5.54
626	461	514	2008	1	13	20	11.2	1.9	233	6.21
2184	461	514	2008	1	7	20	11.15	1.7	232	5.2
2185	432	515	2008	2	19	20	12.8	1.6	190	4.74
545	444	516	2008	2	21	20	13.5	1.9	249	6.02
563	444	516	2008	1	1	20	10.5	1.9	250	5.86
616	444	516	2008	1	3	20	12.65	2.2	275	7.14
2186	444	516	2008	1	26	20	10.05	1.6	215	5.25
2187	444	516	2008	1	7	20	13.6	2	260	7.13
2188	452	517	2008	2	27	20	14.25	2.2	285	7.14
2189	452	517	2008	3	15	20	13.4	2.2	266	4.67
2190	452	517	2008	1	1	20	12.4	2.1	257	5.86
593	452	517	2008	1	7	20	13.5	2.1	273	5.79
597	452	517	2008	1	3	20	13.35	2	257	6.35
2191	448	518	2008	2	25	25	13.25	1.7	219	5.65
2192	448	518	2008	3	15	25	17.55	2.1	270	6.62
2193	448	518	2008	1	9	25	15.8	1.8	239	6.22
572	448	518	2008	1	3	25	14.1	2.1	258	6.5
2194	448	518	2008	1	1	25	12.4	2	240	6.25
571	457	519	2008	2	27	25	19.45	2.2	292	6.12
2195	457	519	2008	3	15	25	12.6	2.2	259	5.41
2196	457	519	2008	1	2	25	16	2.1	261	5.71
2197	457	519	2008	1	4	25	13.55	1.9	249	6.21
2198	420	520	2008	3	15	24	14	2.2	280	5.69
565	420	520	2008	2	25	24	16.35	2.1	267	6.66
634	420	520	2008	1	4	24	13.9	2.1	257	5.86
2199	438	521	2008	2	27	23	15.35	1.5	209	4.5
600	438	521	2008	1	8	23	13.5	1.7	221	5.56
544	438	521	2008	1	3	23	13.2	2	252	6.38
2200	438	521	2008	1	6	23	12.45	1.7	221	5.18
611	438	521	2008	1	5	23	13.15	2	238	5.98
2201	440	522	2008	2	23	23	17.3	1.9	245	5.65
2202	440	522	2008	1	1	23	14.95	2.1	249	5.23
2203	440	522	2008	1	6	23	12.4	1.6	201	5.61
2204	440	522	2008	1	2	23	13.3	1.8	241	5.98
2205	434	523	2008	2	21	23	14.2	1.9	247	5.78
646	434	523	2008	1	6	23	14.2	1.9	260	6.48
2206	434	523	2008	1	8	23	13.05	1.5	212	5.09
2207	434	523	2008	1	16	23	11.2	2	254	5.67
2208	434	523	2008	1	13	23	11.05	1.7	218	5.63
2209	428	524	2008	1	2	23	11.8	2	248	6.3
2210	428	524	2008	1	4	23	12.95	1.9	248	6.42
2211	444	525	2008	2	23	21	10.6	1.8	226	4.71
2212	444	525	2008	1	4	21	10.1	1.6	200	4.28
2213	444	525	2008	1	6	21	12.55	1.5	200	5.05
2214	446	526	2008	2	25	20	13.1	1.7	214	5.79
591	446	526	2008	1	22	20	13.35	2	246	6.13
2215	446	526	2008	1	8	20	11.65	1.7	213	4.62
2216	438	527	2008	3	15	20	10.65	1.9	246	4.28
603	438	527	2008	1	10	20	12.15	2	237	4.6
2217	438	527	2008	1	2	20	10.4	2	250	4.97
653	438	527	2008	1	8	20	10.25	1.8	215	5.26
561	438	527	2008	1	6	20	12	2	252	6.33
2218	422	528	2008	2	23	20	15.3	1.6	207	4.85
2219	422	528	2008	1	2	20	13.3	1.9	236	6.5
2220	422	528	2008	1	1	20	14.85	1.8	213	5.6
2221	422	528	2008	1	5	20	13	1.5	195	5.23
2222	432	529	2008	2	23	19	13.25	2	258	7.09
2223	432	529	2008	1	10	19	8.15	1.4	185	5.11
2224	432	529	2008	1	6	19	11.1	1.6	205	4.81
2225	428	530	2008	2	25	22	17.65	1.8	233	5.61
637	428	530	2008	1	1	22	17.2	1.9	234	7.05
2226	428	530	2008	1	26	22	14.65	1.8	221	6.25
2227	428	530	2008	1	3	22	16	1.7	210	6.25
2228	428	530	2008	1	5	22	17	1.8	227	5.54
2229	448	531	2008	2	23	21	14	2	242	7.03
650	448	531	2008	1	10	21	7.65	1.6	192	5.7
2230	448	531	2008	1	16	21	9.35	1.6	204	5.83
2231	426	532	2008	2	23	20	11.85	1.7	210	4.52
589	426	532	2008	1	3	20	13.85	1.8	217	5.16
625	426	532	2008	1	14	20	8.65	1.8	210	4.75
2232	426	532	2008	1	16	20	10	1.7	204	5.31
594	426	532	2008	1	22	20	13.6	2	242	6.05
2233	436	533	2008	2	19	20	12.45	1.3	158	3.48
2234	436	533	2008	1	10	20	9.7	1.8	215	6.5
2235	436	533	2008	1	14	20	11.2	1.8	221	6.25
2236	436	533	2008	1	8	20	11.35	1.6	203	4.7
2237	450	534	2008	2	19	20	13	2	243	5.43
2238	450	534	2008	1	16	20	12.1	1.6	206	5.47
2239	450	534	2008	1	6	20	12.2	1.3	177	5.24
2240	450	534	2008	1	8	20	11.35	1.7	216	7
2241	450	534	2008	1	4	20	11.4	1.8	220	6.04
549	452	535	2008	2	23	19	13.4	2	255	6.46
2242	452	535	2008	1	5	19	14.65	2.3	275	6.59
615	452	535	2008	1	1	19	13.85	2.1	257	6.82
601	452	535	2008	1	3	19	13.55	1.8	226	6.61
2243	430	536	2008	2	19	19	9.95	2	228	4.13
2244	430	536	2008	1	12	19	8.45	1.5	190	5.62
2245	430	536	2008	1	10	19	10.35	1.6	190	5.79
629	430	536	2008	1	14	19	10.3	1.9	221	6.31
2246	442	537	2008	2	19	20	14.85	2	235	6.02
2247	442	537	2008	2	21	20	15.5	2.1	245	5.88
2248	442	537	2008	1	10	20	12.6	1.7	190	5.64
2249	442	537	2008	1	12	20	12.85	0.7	96	1.69
2250	442	537	2008	1	4	20	13.4	1.7	205	4.83
573	457	538	2008	2	19	19	12.55	2.3	255	4.06
631	457	538	2008	1	4	19	13.95	1.9	236	4.73
651	457	538	2008	1	10	19	11.7	1.8	204	4.26
2251	478	539	2008	2	19	17	13.85	1.6	181	4.33
569	478	539	2008	2	21	17	15.65	2.1	242	5.54
2252	478	539	2008	1	14	17	10	1.8	205	5.76
613	478	539	2008	1	10	17	13.6	2	222	6.63
2253	478	539	2008	1	12	17	13.55	1.8	217	5.21
2254	541	540	2009	2	53	23	14.5	1.7	216	4.94
2255	541	540	2009	2	55	23	14.9	1.9	237	5.42
2256	541	540	2009	3	37	23	14.5	2	250	6.49
2257	541	540	2009	1	50	23	16.7	2.3	275	6.12
2258	543	542	2009	3	39	21	14.95	2.4	297	5.71
2259	543	542	2009	2	59	21	16.1	2	246	5.83
2260	543	542	2009	2	55	21	15.45	2.1	253	6.15
2261	543	542	2009	1	58	21	13.2	2	259	6.71
2262	543	542	2009	1	60	21	14.65	2.1	268	6.38
2263	543	542	2009	1	52	21	13.45	2.1	257	5.9
2264	545	544	2009	3	35	21	12	1.8	212	5.88
2265	545	544	2009	2	57	21	13.4	1.8	230	5.25
2266	545	544	2009	2	59	21	13.55	1.7	210	3.46
2267	545	544	2009	1	56	21	10.65	1.9	226	5.02
2268	545	544	2009	1	54	21	13.15	2.1	254	6.59
2269	545	544	2009	1	58	21	10.5	1.8	222	5.49
2270	545	544	2009	1	60	21	12	2.1	250	5.31
2271	547	546	2009	3	35	21	11.79	2	227	5.41
2272	547	546	2009	2	53	21	13.65	1.9	248	5.36
2273	547	546	2009	2	55	21	12.9	1.8	228	5.28
2274	547	546	2009	1	52	21	9.4	1.3	157	4.4
2275	547	546	2009	1	50	21	9.85	1.9	230	5.36
2276	549	548	2009	2	59	20	12.9	1.5	197	4.94
2277	549	548	2009	3	37	20	14.1	2	247	5.76
2278	549	548	2009	2	57	20	11.45	2	245	5.61
2279	549	548	2009	1	56	20	15.6	1.8	230	5.86
2280	549	548	2009	1	54	20	14.55	1.9	243	6.6
2281	549	548	2009	1	58	20	15.85	1.3	208	6.25
2282	549	548	2009	1	60	20	13.6	1.7	210	6.18
2283	551	550	2009	2	57	20	16	2.1	267	6.85
2284	551	550	2009	3	37	20	15.45	2	243	5.24
2285	551	550	2009	2	59	20	11.2	2.1	252	5.16
2286	551	550	2009	1	56	20	16.4	2.1	268	5.94
2287	551	550	2009	1	54	20	14.45	2	240	6.48
2288	551	550	2009	1	60	20	13.65	2.2	266	6.85
2289	551	550	2009	1	58	20	15.4	2.3	275	6.68
2290	553	552	2009	3	35	20	10.9	2	224	5.68
2291	553	552	2009	2	57	20	10.75	1.9	220	5.26
2292	553	552	2009	2	53	20	13.35	1.9	240	5.17
2293	553	552	2009	1	54	20	12.95	2	242	5.99
2294	553	552	2009	1	52	20	9.85	1.9	229	5.69
2295	553	552	2009	1	50	20	10.85	1.9	215	4.16
2296	555	554	2009	3	39	19	13.2	2.4	285	6.64
2297	555	554	2009	2	57	19	14.85	2.1	259	5.91
2298	555	554	2009	2	59	19	14.15	2	243	5.91
2299	555	554	2009	1	56	19	13.75	2.2	270	6.89
2300	555	554	2009	1	52	19	10.75	2	223	5.63
2301	555	554	2009	1	60	19	13.85	2.2	273	5.78
2302	557	556	2009	3	39	19	15.85	2.2	272	7.91
2303	557	556	2009	2	59	19	13.7	2.2	281	6.81
2304	557	556	2009	1	56	19	13.8	2.4	302	6.72
2305	557	556	2009	1	54	19	13.8	2.2	268	6.98
2306	557	556	2009	1	58	19	13.1	2.1	265	6.58
2307	557	556	2009	1	52	19	15.1	1.8	244	7.41
2308	559	558	2009	3	39	19	12.3	2.3	275	5.95
2309	559	558	2009	2	57	19	12.75	2	242	5.2
2310	559	558	2009	1	60	19	11.3	1.9	233	5.62
2311	559	558	2009	1	56	19	12.15	2.2	265	5.32
2312	551	560	2009	2	55	21	16.55	1.8	230	5.59
2313	551	560	2009	2	53	21	17.15	1.7	236	4.78
2314	551	560	2009	3	39	21	13.9	2.1	251	6.23
2315	551	560	2009	1	54	21	9.3	1.9	210	6.42
2316	551	560	2009	1	58	19	11.2	1.8	226	4.87
2317	551	560	2009	1	46	19	10.5	2.1	245	5.46
2318	562	561	2009	2	51	20	15.15	2.1	263	4.94
2319	562	561	2009	1	46	20	15.9	2.1	250	5.7
2320	562	561	2009	1	48	20	16.25	2	260	5.89
2321	562	561	2009	1	52	20	14.95	2.3	288	7.37
2322	549	563	2009	2	55	20	17.4	2.2	288	7.24
2323	549	563	2009	3	39	20	16.4	2.2	275	6.13
2324	549	563	2009	1	50	20	11.65	1.8	232	6.25
2325	549	563	2009	1	48	20	15.3	1.9	246	7.35
2326	565	564	2009	3	35	20	11.6	2	231	5.43
2327	565	564	2009	2	57	20	12.95	2.2	265	6.26
2328	565	564	2009	3	37	20	13.1	2.2	260	6.36
2329	565	564	2009	1	48	20	10.95	2.2	265	7.18
2330	565	564	2009	1	44	20	13.75	2.2	266	6.13
2331	565	564	2009	1	46	20	12.15	2.2	258	7.4
2332	565	564	2009	1	42	20	12.25	2.4	275	6.88
2333	565	564	2009	1	34	20	13.25	2.3	285	6.21
2334	567	566	2009	2	57	20	11.05	2	241	5.1
2335	567	566	2009	3	31	20	8.85	2	231	5.74
2336	567	566	2009	1	60	20	10.45	1.9	221	4.94
2337	569	568	2009	2	55	20	13.85	2	234	4.62
2338	569	568	2009	3	35	20	11.2	1.7	203	5.01
2339	569	568	2009	1	48	20	11	2.1	245	6.58
2340	569	568	2009	1	50	20	12.4	2	245	6.12
2341	569	568	2009	1	46	20	10	2	226	6.44
2342	571	570	2009	2	53	20	14.25	1.6	194	4.05
2343	571	570	2009	3	39	20	11.95	1.9	217	6
2344	571	570	2009	1	46	20	12.8	1.7	214	5.61
2345	573	572	2009	3	37	20	11	1.9	235	5.13
2346	573	572	2009	2	55	20	12.5	1.9	229	4.83
2347	573	572	2009	1	56	20	11.4	2	248	5.62
2348	573	572	2009	1	58	20	11.7	1.8	218	5.61
2349	573	572	2009	1	54	20	9.35	1	135	3.15
2350	573	572	2009	1	48	20	14	2.2	273	5.68
2351	547	574	2009	2	51	23	16.55	2.2	253	5.52
2352	547	574	2009	3	37	23	14.9	2.1	255	6.89
2353	547	574	2009	2	53	23	17.5	1.9	237	5.76
2354	547	574	2009	1	50	23	12.85	1.8	200	5.55
2355	547	574	2009	1	46	23	16.05	2.2	265	6.09
2356	576	575	2009	3	35	24	14.85	2	233	5.28
2357	576	575	2009	2	51	24	17.5	2.2	264	6.11
2358	576	575	2009	2	53	24	16.5	2	240	4.94
2359	576	575	2009	1	46	24	15.7	2.1	260	6.33
2360	576	575	2009	1	60	24	15.95	1.8	221	5.65
2361	576	575	2009	1	48	24	14.1	1.6	186	4.77
2362	569	577	2009	3	35	24	10.9	1.9	214	5.5
2363	569	577	2009	2	51	24	17.1	1.7	195	4.22
2364	569	577	2009	1	50	24	11.95	2.1	240	6.71
2365	569	577	2009	1	44	24	15.4	2	246	6
2366	569	577	2009	1	48	24	16.8	1.7	203	4.86
2367	569	577	2009	1	42	24	15.3	1.9	229	5.81
2368	565	578	2009	3	37	24	16.3	1.7	207	5.77
2369	565	578	2009	2	59	24	13.45	1.9	207	5.24
2370	565	578	2009	1	56	24	14.3	1.8	206	5.86
2371	565	578	2009	1	58	24	12.35	1.7	202	5.36
2372	580	579	2009	3	37	23	17.3	2.2	269	6.45
2373	580	579	2009	3	39	23	17.1	2.3	268	7.42
2374	580	579	2009	2	53	23	17.2	2.2	260	5.9
2375	580	579	2009	2	55	23	17.6	2.2	277	6.54
2376	580	579	2009	1	52	23	15.25	2.3	285	6.46
2377	580	579	2009	1	48	23	15.7	2.1	260	5.74
2378	580	579	2009	1	54	19	11.3	2.1	253	6.59
2379	580	579	2009	1	50	23	15.35	2.3	282	6.46
2380	582	581	2009	2	49	24	15.5	1.9	232	6.17
2381	582	581	2009	3	33	24	15.25	2.3	246	5.47
2382	582	581	2009	1	44	24	15.15	2.1	225	4.75
2383	582	581	2009	1	42	19	9.5	2.1	249	6.19
2384	582	581	2009	1	46	19	10	2.1	234	4.55
2385	582	581	2009	1	40	24	13.95	1.8	211	4.77
2386	576	583	2009	2	47	23	15.05	1.9	237	5.55
2387	576	583	2009	3	33	23	13.95	2.2	250	6.68
2388	576	583	2009	1	40	23	13.95	1.9	225	4.9
2389	576	583	2009	1	44	23	16.45	1.7	211	5.27
2390	585	584	2009	3	31	22	14.25	2.4	278	6.01
2391	585	584	2009	2	47	22	16.3	1.9	237	5.77
2392	585	584	2009	1	38	22	15.35	2.3	270	5.59
2393	585	584	2009	1	36	22	13.75	2	238	5.29
2394	545	586	2009	2	49	22	16.9	2.1	251	5.75
2395	545	586	2009	3	33	22	13.85	1.8	210	4.59
2396	545	586	2009	1	40	22	13.7	1.6	193	4.84
2397	545	586	2009	1	44	22	11.25	1.9	213	6.06
2398	551	587	2009	2	47	21	18.15	2.3	270	5.67
2399	551	587	2009	2	45	21	15.6	2.2	266	6.01
2400	551	587	2009	1	44	21	13.2	2.5	278	6.15
2401	551	587	2009	1	38	21	15.8	2.4	273	5.69
2402	551	587	2009	1	42	21	15.3	2.1	242	6.27
2403	543	588	2009	2	47	20	15.9	2.4	289	6.39
2404	543	588	2009	3	33	20	14.6	2.2	254	6.12
2405	543	588	2009	2	49	20	15.15	2.2	260	5.37
2406	543	588	2009	1	40	20	13.9	1.9	217	5.92
2407	543	588	2009	1	42	20	12.25	1.8	211	5.55
2408	543	588	2009	1	44	20	12.95	2.1	245	5.79
2409	549	589	2009	2	47	20	15.25	1.5	193	5.33
2410	549	589	2009	1	34	20	10.5	1.9	205	5.15
2411	549	589	2009	1	13	20	13.6	2.2	243	5.88
2412	549	589	2009	1	42	20	10.75	1.8	202	5.06
2413	573	590	2009	2	47	20	17.05	2	233	4.17
2414	573	590	2009	3	33	20	14.3	1.9	228	6.32
2415	573	590	2009	1	38	20	17.15	1.9	225	5.86
2416	573	590	2009	1	36	20	14.05	1.8	237	5.57
2417	592	591	2009	3	33	21	14.9	2	236	5.31
2418	592	591	2009	2	41	21	12.75	1.8	206	6.19
2419	592	591	2009	2	45	21	15.4	2.1	244	6.63
2420	592	591	2009	1	36	21	15.55	2.2	262	5.72
2421	592	591	2009	1	38	21	14.7	2.2	261	5.69
2422	592	591	2009	1	34	21	12.2	2.1	235	5.81
2423	557	593	2009	2	45	20	18	2.3	270	7.08
2424	557	593	2009	1	38	20	14.1	2.5	302	6.57
2425	557	593	2009	1	36	20	14.9	1.2	155	3.7
2426	557	593	2009	1	40	20	13.4	2.5	285	7
2427	595	594	2009	2	1	21	12	1.1	149	3.84
2428	595	594	2009	3	11	21	13.25	2.1	235	4.25
2429	595	594	2009	1	38	21	11.95	2.2	245	5.79
2430	595	594	2009	1	32	21	9.2	1.8	207	4.68
2431	595	594	2009	1	30	21	10.75	1.8	200	5.28
2432	595	594	2009	1	44	20	11.6	2.1	219	5.01
2433	545	596	2009	2	45	21	13.25	2.2	256	6
2434	545	596	2009	2	43	21	10.8	1.9	222	5.33
2435	545	596	2009	1	30	21	10.8	1.9	219	5.21
2436	545	596	2009	1	13	21	10.8	2.3	260	6.99
2437	545	596	2009	1	32	20	10.65	1.9	222	5.8
2438	545	596	2009	1	34	20	13.05	2.1	239	5.67
2439	553	597	2009	2	45	19	15.85	1.9	228	5.89
2440	553	597	2009	3	33	19	16.4	2.3	275	5.31
2441	553	597	2009	1	38	19	14.05	2.1	245	4.82
2442	553	597	2009	1	36	19	13.55	1.9	227	5.24
2443	553	597	2009	1	36	19	14.9	2.2	254	6.09
2444	571	598	2009	2	45	19	14.5	1.8	202	4.36
2445	571	598	2009	3	11	19	12.75	2.3	246	6.75
2446	571	598	2009	1	30	19	12.35	2.1	230	6.21
2447	571	598	2009	1	34	19	14.3	2.2	235	5.9
2448	571	598	2009	1	32	19	11.6	1.9	202	5.18
2449	571	598	2009	1	38	19	12.3	1.8	203	4.19
2450	553	599	2009	2	47	23	21	2.1	242	4.85
2451	553	599	2009	1	36	23	16.7	1.8	218	5.96
2452	543	600	2009	2	43	23	12.35	2	212	3.92
2453	543	600	2009	1	32	23	12.85	1.6	182	5.08
2454	543	600	2009	1	42	23	14.05	1.8	202	4.86
2455	543	600	2009	1	30	23	15.45	2	223	4.69
2456	595	601	2009	2	43	22	13.1	1.5	168	3.97
2457	595	601	2009	1	13	22	12.85	0.6	124	6.3
2458	595	601	2009	1	36	22	15	1.6	190	5.24
2459	595	601	2009	1	32	22	11.35	1.8	201	5.11
2460	595	601	2009	1	40	22	14.55	1.8	210	5.67
2461	595	601	2009	1	34	22	19.35	1.9	215	5.16
2462	585	602	2009	2	1	22	16.3	1.8	200	3.66
2463	585	602	2009	2	41	22	17.7	1.8	205	5.09
2464	585	602	2009	1	34	22	14	1.9	210	4.2
2465	585	602	2009	1	32	22	17.05	2.2	252	4.72
2466	576	603	2009	2	41	21	13.85	1.9	200	4.25
2467	576	603	2009	1	13	21	13.85	2.2	260	6.02
2468	576	603	2009	1	15	21	14.1	1.9	242	6.4
2469	576	603	2009	1	30	21	13.7	2	227	6.47
2470	573	604	2009	2	47	21	13.9	2.3	252	4.84
2471	573	604	2009	1	40	21	12.9	1.9	216	4.61
2472	573	604	2009	1	42	21	13.35	2.1	245	5.34
2473	573	604	2009	1	32	21	12.3	1.9	221	5.94
2474	573	604	2009	1	30	21	13.75	2.2	255	5.5
2475	559	605	2009	2	41	21	11.85	1.3	140	3.03
2476	559	605	2009	2	43	21	12.45	2	226	5.52
2477	559	605	2009	1	15	21	11.75	1.7	207	5.64
2478	559	605	2009	1	13	21	13.5	1.8	221	6.55
2479	559	605	2009	1	32	21	13.2	2.1	230	5.79
2480	559	605	2009	1	30	21	12.6	1.6	185	4.95
2481	571	606	2009	2	41	20	13.7	2.1	240	6.75
2482	571	606	2009	1	8	20	9.75	1.7	200	6.08
2483	571	606	2009	1	2	20	11.15	1.8	217	6.28
2484	555	607	2009	2	1	20	10.9	1.9	228	5.66
2485	555	607	2009	2	51	20	12.4	1.6	185	4.71
2486	555	607	2009	1	6	20	12.7	2	232	5.87
2487	555	607	2009	1	2	20	11.3	1.9	217	5.64
2488	555	607	2009	1	8	20	12.9	1.7	208	6.06
2489	555	607	2009	1	4	20	13.15	1.8	215	5.88
2490	555	607	2009	1	10	20	14.5	1.8	216	5.14
2491	562	608	2009	1	4	20	13.7	1.9	231	6.14
2492	562	608	2009	1	13	20	14.4	2	234	6.23
2493	562	608	2009	1	2	20	15.3	2	233	6.14
2494	562	608	2009	1	6	20	15.1	1.9	225	6.13
2495	562	608	2009	1	34	20	14.1	1.9	213	6.37
2496	545	609	2009	2	49	20	16.85	2.2	253	5.65
2497	545	609	2009	1	10	20	13.8	2.2	256	6.34
2498	545	609	2009	1	4	20	13.7	2	234	5.17
2499	545	609	2009	1	6	20	15.5	2.1	250	5.48
2500	543	610	2009	2	43	21	16.5	2.1	243	5.61
2501	543	610	2009	1	13	21	8.9	1.9	217	5.22
2502	543	610	2009	1	12	21	12.3	2.2	259	5.34
2503	543	610	2009	1	10	21	13.2	1.9	240	5.52
2504	565	611	2009	2	43	20	13.5	2.2	235	5.73
2505	565	611	2009	1	8	20	10.7	2.1	237	6.1
2506	565	611	2009	1	12	20	14.3	1.9	217	5.28
2507	565	611	2009	1	30	20	12.55	2.2	235	6.66
2508	565	611	2009	1	52	20	14.55	2.3	252	6.84
2515	541	613	2009	3	31	21	10.15	1.9	195	5.07
2516	541	613	2009	2	43	21	13.35	2.3	260	6.37
2517	541	613	2009	2	45	21	11.1	1.6	188	3.83
2518	541	613	2009	1	6	21	9.7	1.6	187	6.09
2519	541	613	2009	1	12	21	12.1	1.9	240	5.5
2520	541	613	2009	1	14	21	13.65	2	227	5.77
2521	541	613	2009	1	16	21	10.5	1.8	217	6.03
2522	562	614	2009	3	31	21	12.5	2.3	242	4.83
2523	562	614	2009	3	35	21	10.65	2	216	4.7
2524	562	614	2009	2	3	21	14.5	2.2	253	6.27
2525	562	614	2009	2	1	21	14.95	2.1	257	5.58
2526	562	614	2009	3	33	21	12.95	2.1	225	5
2527	562	614	2009	1	20	21	11.85	1.6	206	4.88
2528	562	614	2009	1	14	21	10.8	1.9	212	5.44
2529	562	614	2009	1	18	21	12.75	2.3	260	5.63
2530	562	614	2009	1	16	21	14.55	2	232	5.51
2531	562	614	2009	1	15	21	10.45	1.8	200	5.03
2532	582	615	2009	2	1	21	11.8	2.1	239	5.99
2533	582	615	2009	1	8	21	7.95	1.9	208	5.19
2534	582	615	2009	1	10	21	7.55	2	227	5.87
2535	582	615	2009	1	13	21	14	2.2	255	6.17
2536	582	615	2009	1	4	21	11.85	2	230	6.46
2537	582	615	2009	1	16	21	11.95	2.1	240	5.95
2538	582	616	2009	2	43	21	11.65	2.2	245	4.9
